Performing system checks...

System check identified no issues (0 silenced).
June 10, 2015 - 17:33:43
Django version 1.8.2, using settings 'BGPInspector.settings'
Starting development server at http://127.0.0.1:8000/
Quit the server with CONTROL-C.
         258486 function calls (251489 primitive calls) in 355.578 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 smartif.py:47(infix)
       11    0.000    0.000    0.000    0.000 smartif.py:52(Operator)
        1    0.000    0.000    0.000    0.000 smartif.py:72(prefix)
        1    0.000    0.000    0.000    0.000 smartif.py:77(Operator)
        1    0.000    0.000    0.000    0.000 socket.py:112(socket)
        1    0.000    0.000    0.000    0.000 socket.py:328(SocketIO)
        1    0.000    0.000    0.003    0.003 socket.py:45(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 socket.py:75(<dictcomp>)
        1    0.000    0.000    0.000    0.000 socketserver.py:120(<module>)
        1    0.000    0.000    0.000    0.000 socketserver.py:159(BaseServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:368(TCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:490(UDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:516(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:595(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:623(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:624(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:626(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:627(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:631(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:634(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:637(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:639(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:641(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:687(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:730(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 special.py:130(RunPython)
        1    0.000    0.000    0.000    0.000 special.py:61(RunSQL)
        1    0.000    0.000    0.000    0.000 special.py:8(SeparateDatabaseAndState)
      439    0.001    0.000    0.033    0.000 sre_compile.py:172(_compile_charset)
      439    0.030    0.000    0.031    0.000 sre_compile.py:201(_optimize_charset)
      964    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
       67    0.000    0.000    0.001    0.000 sre_compile.py:302(_mk_bitmap)
       67    0.000    0.000    0.000    0.000 sre_compile.py:304(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:307(_bytes_to_codes)
      510    0.001    0.000    0.001    0.000 sre_compile.py:315(_simple)
       26    0.000    0.000    0.000    0.000 sre_compile.py:320(_generate_overlap_table)
 1194/136    0.006    0.000    0.042    0.000 sre_compile.py:33(_compile)
      136    0.001    0.000    0.006    0.000 sre_compile.py:341(_compile_info)
      272    0.000    0.000    0.000    0.000 sre_compile.py:442(isstring)
      136    0.000    0.000    0.048    0.000 sre_compile.py:445(_code)
      136    0.001    0.000    0.086    0.001 sre_compile.py:460(compile)
      281    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
     1943    0.001    0.000    0.001    0.000 sre_parse.py:126(__len__)
       20    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
     5119    0.003    0.000    0.004    0.000 sre_parse.py:130(__getitem__)
      521    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
     1959    0.001    0.000    0.001    0.000 sre_parse.py:138(append)
 1679/653    0.004    0.000    0.005    0.000 sre_parse.py:140(getwidth)
      138    0.000    0.000    0.001    0.000 sre_parse.py:178(__init__)
    10420    0.011    0.000    0.013    0.000 sre_parse.py:183(__next)
     3819    0.001    0.000    0.003    0.000 sre_parse.py:202(match)
     8859    0.003    0.000    0.014    0.000 sre_parse.py:208(get)
       24    0.000    0.000    0.000    0.000 sre_parse.py:212(getwhile)
       67    0.000    0.000    0.000    0.000 sre_parse.py:221(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:223(seek)
      221    0.000    0.000    0.000    0.000 sre_parse.py:253(_class_escape)
      375    0.000    0.000    0.001    0.000 sre_parse.py:295(_escape)
  484/137    0.002    0.000    0.036    0.000 sre_parse.py:351(_parse_sub)
  615/154    0.011    0.000    0.035    0.000 sre_parse.py:429(_parse)
      137    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
      215    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
      137    0.000    0.000    0.000    0.000 sre_parse.py:724(fix_flags)
  137/136    0.001    0.000    0.037    0.000 sre_parse.py:736(parse)
        1    0.000    0.000    0.000    0.000 sre_parse.py:765(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:774(addgroup)
      215    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
       19    0.000    0.000    0.000    0.000 sre_parse.py:844(expand_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
     1219    0.001    0.000    0.001    0.000 sre_parse.py:90(__init__)
        3    0.000    0.000    0.000    0.000 ssl.py:111(_import_symbols)
        1    0.000    0.000    0.000    0.000 ssl.py:198(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:312(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:317(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:333(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:340(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:484(SSLSocket)
        1    0.000    0.000    0.004    0.004 ssl.py:88(<module>)
        1    0.000    0.000    0.000    0.000 state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 state.py:193(AppConfigStub)
        1    0.000    0.000    0.000    0.000 state.py:211(StateApps)
        1    0.000    0.000    0.000    0.000 state.py:22(InvalidBasesError)
        1    0.000    0.000    0.000    0.000 state.py:301(ModelState)
        1    0.000    0.000    0.000    0.000 state.py:65(ProjectState)
        1    0.000    0.000    0.000    0.000 static.py:4(<module>)
        1    0.000    0.000    0.001    0.001 storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage.py:175(FileSystemStorage)
        1    0.000    0.000    0.000    0.000 storage.py:24(Storage)
        1    0.000    0.000    0.000    0.000 storage.py:332(DefaultStorage)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:162(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:61(__init__)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.000    0.000 subclassing.py:15(SubfieldBase)
        1    0.000    0.000    0.000    0.000 subclassing.py:31(Creator)
        1    0.000    0.000    0.000    0.000 subclassing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1261(_get_handles)
        1    0.000    0.000    0.001    0.001 subprocess.py:1322(_execute_child)
        1    0.000    0.000    0.000    0.000 subprocess.py:1364(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1450(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 subprocess.py:1464(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1491(_try_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1505(wait)
        1    0.000    0.000    0.002    0.002 subprocess.py:345(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:363(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:366(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:380(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:468(_cleanup)
        2    0.000    0.000    0.001    0.000 subprocess.py:484(_eintr_retry_call)
        1    0.000    0.000    0.000    0.000 subprocess.py:738(Popen)
        1    0.000    0.000    0.002    0.002 subprocess.py:742(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:880(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:883(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:893(__del__)
        2    0.000    0.000    0.000    0.000 subprocess.py:903(_get_devnull)
        1    0.000    0.000    0.000    0.000 subqueries.py:15(DeleteQuery)
        1    0.000    0.000    0.000    0.000 subqueries.py:170(InsertQuery)
        1    0.000    0.000    0.000    0.000 subqueries.py:202(AggregateQuery)
        1    0.000    0.000    0.092    0.092 subqueries.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subqueries.py:81(UpdateQuery)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2371(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:265(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:268(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:271(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:274(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:277(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:280(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:283(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:286(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:289(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:292(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:295(SubsequentHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:302(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:326(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:606(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:707(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:718(TarInfo)
        1    0.000    0.000    0.000    0.000 temp.py:17(<module>)
        1    0.000    0.000    0.006    0.006 tempfile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:224(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:473(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:514(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:645(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:793(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 termcolors.py:141(parse_color_setting)
        1    0.000    0.000    0.000    0.000 termcolors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 termcolors.py:8(<dictcomp>)
        1    0.000    0.000    0.000    0.000 termcolors.py:9(<dictcomp>)
        1    0.000    0.000    0.009    0.009 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:13(MIMEText)
        1    0.000    0.000    0.000    0.000 text.py:299(StreamingBuffer)
       13    0.000    0.000    0.000    0.000 text.py:455(camel_case_to_spaces)
        1    0.000    0.000    0.000    0.000 text.py:5(<module>)
        1    0.000    0.000    0.000    0.000 text.py:68(Truncator)
        1    0.000    0.000    0.003    0.003 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1162(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1192(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1194(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1211(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:198(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:210(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:249(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:328(notify)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:363(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:443(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:481(Event)
        1    0.000    0.000    0.000    0.000 threading.py:492(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:506(set)
        1    0.000    0.000    0.000    0.000 threading.py:569(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:723(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:742(Thread)
        4    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:897(_set_tstate_lock)
        1    0.000    0.000    0.002    0.002 timesince.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timezone.py:129(LocalTimezone)
        1    0.000    0.000    0.000    0.000 timezone.py:249(override)
        1    0.000    0.000    0.000    0.000 timezone.py:37(UTC)
        1    0.000    0.000    0.001    0.001 timezone.py:5(<module>)
        1    0.000    0.000    0.000    0.000 timezone.py:57(FixedOffset)
        1    0.000    0.000    0.000    0.000 timezone.py:82(ReferenceLocalTimezone)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:71(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:110(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:111(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:112(maybe)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:97(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokens.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:9(PasswordResetTokenGenerator)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.005    0.005 trans_real.py:1(<module>)
        1    0.000    0.000    0.006    0.006 trans_real.py:107(__init__)
        8    0.000    0.000    0.005    0.001 trans_real.py:123(_new_gnu_trans)
        1    0.000    0.000    0.002    0.002 trans_real.py:144(_init_translation_catalog)
        1    0.000    0.000    0.004    0.004 trans_real.py:158(_add_installed_apps_translations)
        1    0.000    0.000    0.000    0.000 trans_real.py:172(_add_local_translations)
        1    0.000    0.000    0.000    0.000 trans_real.py:178(_add_fallback)
        7    0.000    0.000    0.000    0.000 trans_real.py:187(merge)
        1    0.000    0.000    0.006    0.006 trans_real.py:200(translation)
        1    0.000    0.000    0.006    0.006 trans_real.py:210(activate)
        1    0.000    0.000    0.000    0.000 trans_real.py:234(deactivate_all)
        1    0.000    0.000    0.000    0.000 trans_real.py:244(get_language)
        1    0.000    0.000    0.000    0.000 trans_real.py:70(to_locale)
        1    0.000    0.000    0.000    0.000 trans_real.py:88(to_language)
        1    0.000    0.000    0.000    0.000 trans_real.py:97(DjangoTranslation)
        1    0.000    0.000    0.000    0.000 transaction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transaction.py:110(Atomic)
        3    0.000    0.000    0.000    0.000 transaction.py:139(__init__)
        3    0.000    0.000    0.000    0.000 transaction.py:287(atomic)
        1    0.000    0.000    0.000    0.000 transaction.py:7(TransactionManagementError)
        8    0.000    0.000    0.000    0.000 tree.py:19(__init__)
        4    0.000    0.000    0.000    0.000 tree.py:30(_new_instance)
        1    0.000    0.000    0.000    0.000 tree.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:9(Node)
        2    0.000    0.000    0.000    0.000 types.py:115(__init__)
      454    0.000    0.000    0.000    0.000 types.py:125(__get__)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:108(SimpleUploadedFile)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:18(UploadedFile)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:59(TemporaryUploadedFile)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:88(InMemoryUploadedFile)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:135(TemporaryFileUploadHandler)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:158(MemoryFileUploadHandler)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:23(UploadFileException)
        1    0.000    0.000    0.001    0.001 uploadhandler.py:3(<module>)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:30(StopUpload)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:50(SkipFile)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:57(StopFutureHandlers)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:65(FileUploadHandler)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:165(LocaleRegexProvider)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:201(RegexURLPattern)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:251(RegexURLResolver)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:38(ResolverMatch)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:499(LocaleRegexURLResolver)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:70(Resolver404)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:74(NoReverseMatch)
        1    0.000    0.000    0.137    0.137 urlresolvers.py:8(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:11(FileWrapper)
        1    0.000    0.000    0.006    0.006 util.py:202(_findSoname_ldconfig)
        1    0.000    0.000    0.006    0.006 util.py:243(find_library)
       11    0.000    0.000    0.001    0.000 util.py:64(find_spec)
        8    0.000    0.000    0.019    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1(FileProxyMixin)
        1    0.000    0.000    0.000    0.000 utils.py:10(CachedDnsName)
        1    0.000    0.000    0.010    0.010 utils.py:108(load_backend)
        1    0.000    0.000    0.000    0.000 utils.py:135(ConnectionDoesNotExist)
        1    0.000    0.000    0.000    0.000 utils.py:139(ConnectionHandler)
        1    0.000    0.000    0.000    0.000 utils.py:140(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:148(databases)
        1    0.000    0.000    0.000    0.000 utils.py:15(InvalidTemplateEngineError)
        1    0.000    0.000    0.000    0.000 utils.py:16(CursorWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:160(NestedObjects)
        1    0.000    0.000    0.000    0.000 utils.py:162(ensure_defaults)
        9    0.000    0.000    0.000    0.000 utils.py:178(truncate_name)
        1    0.000    0.000    0.000    0.000 utils.py:188(<dictcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:19(EngineHandler)
        1    0.000    0.000    0.000    0.000 utils.py:190(prepare_test_settings)
        1    0.000    0.000    0.000    0.000 utils.py:20(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:22(Error)
        9    0.000    0.000    0.010    0.001 utils.py:233(__getitem__)
        1    0.000    0.000    0.000    0.000 utils.py:251(__iter__)
        1    0.000    0.000    0.000    0.000 utils.py:257(close_all)
        1    0.000    0.000    0.000    0.000 utils.py:26(InterfaceError)
        1    0.000    0.000    0.000    0.000 utils.py:266(ConnectionRouter)
        1    0.000    0.000    0.000    0.000 utils.py:267(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:286(_router_func)
        2    0.000    0.000    0.000    0.000 utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:30(DatabaseError)
        1    0.000    0.000    0.000    0.000 utils.py:34(DataError)
        1    0.000    0.000    0.000    0.000 utils.py:38(OperationalError)
        1    0.000    0.000    0.000    0.000 utils.py:414(NotRelationField)
        1    0.000    0.000    0.000    0.000 utils.py:42(IntegrityError)
        1    0.000    0.000    0.000    0.000 utils.py:45(ErrorDict)
        4    0.000    0.000    0.000    0.000 utils.py:457(get_fields_from_path)
        1    0.000    0.000    0.000    0.000 utils.py:46(InternalError)
        1    0.000    0.000    0.003    0.003 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:50(ProgrammingError)
        1    0.000    0.000    0.000    0.000 utils.py:54(NotSupportedError)
        1    0.000    0.000    0.000    0.000 utils.py:58(DatabaseErrorWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:72(CursorDebugWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:78(ErrorList)
        4    0.000    0.000    0.000    0.000 utils.py:86(flatten)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:104(__init__)
        1    0.000    0.000    0.010    0.010 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:56(UUID)
        2    0.000    0.000    0.000    0.000 validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 validation.py:17(BaseValidator)
        1    0.000    0.000    0.000    0.000 validation.py:208(ModelAdminValidator)
        1    0.000    0.000    0.000    0.000 validation.py:390(InlineValidator)
        1    0.000    0.000    0.000    0.000 validation.py:4(BaseDatabaseValidation)
        1    0.000    0.000    0.000    0.000 validation.py:8(__init__)
        1    0.000    0.000    0.031    0.031 validators.py:1(<module>)
        1    0.000    0.000    0.002    0.002 validators.py:136(EmailValidator)
        1    0.000    0.000    0.000    0.000 validators.py:155(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:17(RegexValidator)
        6    0.000    0.000    0.000    0.000 validators.py:25(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:265(BaseValidator)
       22    0.000    0.000    0.000    0.000 validators.py:272(__init__)
        1    0.000    0.000    0.000    0.000 validators.py:292(MaxValueValidator)
        1    0.000    0.000    0.000    0.000 validators.py:299(MinValueValidator)
        1    0.000    0.000    0.000    0.000 validators.py:306(MinLengthValidator)
        1    0.000    0.000    0.000    0.000 validators.py:317(MaxLengthValidator)
        1    0.000    0.000    0.026    0.026 validators.py:66(URLValidator)
        2    0.000    0.000    0.000    0.000 validators.py:90(__init__)
        1    0.000    0.000    0.005    0.005 version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 version.py:10(get_version)
        2    0.000    0.000    0.000    0.000 version.py:34(get_major_version)
        8    0.000    0.000    0.000    0.000 version.py:38(<genexpr>)
        4    0.000    0.000    0.000    0.000 version.py:42(get_complete_version)
        1    0.000    0.000    0.001    0.001 views.py:5(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:56(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:102(remove)
        3    0.000    0.000    0.000    0.000 weakref.py:139(__contains__)
        3    0.000    0.000    0.000    0.000 weakref.py:149(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:221(popitem)
        1    0.000    0.000    0.000    0.000 weakref.py:255(update)
        3    0.000    0.000    0.000    0.000 weakref.py:292(__new__)
        3    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
        7    0.000    0.000    0.000    0.000 weakref.py:312(__init__)
        8    0.000    0.000    0.000    0.000 weakref.py:344(__getitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:353(__setitem__)
        7    0.000    0.000    0.000    0.000 weakref.py:43(__new__)
       17    0.000    0.000    0.000    0.000 weakref.py:471(__init__)
       70    0.000    0.000    0.000    0.000 weakref.py:65(__call__)
        1    0.000    0.000    0.000    0.000 where.py:23(EmptyShortCircuit)
        4    0.000    0.000    0.000    0.000 where.py:296(clone)
        1    0.000    0.000    0.000    0.000 where.py:3(<module>)
        1    0.000    0.000    0.000    0.000 where.py:31(WhereNode)
        1    0.000    0.000    0.000    0.000 where.py:327(EmptyWhere)
        1    0.000    0.000    0.000    0.000 where.py:335(EverythingNode)
        1    0.000    0.000    0.000    0.000 where.py:344(NothingNode)
        1    0.000    0.000    0.000    0.000 where.py:352(ExtraWhere)
        1    0.000    0.000    0.000    0.000 where.py:362(Constraint)
        1    0.000    0.000    0.000    0.000 where.py:412(SubqueryConstraint)
        1    0.000    0.000    0.000    0.000 widgets.py:108(AdminRadioSelect)
       56    0.000    0.000    0.000    0.000 widgets.py:111(media_property)
        1    0.000    0.000    0.000    0.000 widgets.py:112(AdminFileWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:139(MediaDefiningClass)
        1    0.000    0.000    0.000    0.000 widgets.py:142(ForeignKeyRawIdWidget)
       63    0.000    0.000    0.001    0.000 widgets.py:143(__new__)
        1    0.000    0.000    0.000    0.000 widgets.py:153(SubWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:172(Widget)
       27    0.000    0.000    0.000    0.000 widgets.py:177(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:205(ManyToManyRawIdWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:234(RelatedFieldWidgetWrapper)
        1    0.000    0.000    0.000    0.000 widgets.py:238(Input)
        1    0.000    0.000    0.000    0.000 widgets.py:25(FilteredSelectMultiple)
        1    0.000    0.000    0.000    0.000 widgets.py:260(TextInput)
       18    0.000    0.000    0.000    0.000 widgets.py:263(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:269(NumberInput)
        1    0.000    0.000    0.000    0.000 widgets.py:273(EmailInput)
        1    0.000    0.000    0.000    0.000 widgets.py:277(URLInput)
        1    0.000    0.000    0.000    0.000 widgets.py:281(PasswordInput)
        8    0.000    0.000    0.000    0.000 widgets.py:284(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:294(HiddenInput)
        1    0.000    0.000    0.000    0.000 widgets.py:298(MultipleHiddenInput)
        2    0.000    0.000    0.007    0.004 widgets.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:329(AdminTextareaWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:329(FileInput)
        1    0.000    0.000    0.000    0.000 widgets.py:33(Media)
        1    0.000    0.000    0.000    0.000 widgets.py:337(AdminTextInputWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:344(ClearableFileInput)
        1    0.000    0.000    0.000    0.000 widgets.py:345(AdminEmailInputWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:353(AdminURLFieldWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:373(AdminIntegerFieldWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:383(AdminBigIntegerFieldWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:387(AdminCommaSeparatedIntegerFieldWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:422(Textarea)
        1    0.000    0.000    0.000    0.000 widgets.py:439(DateTimeBaseInput)
        2    0.000    0.000    0.000    0.000 widgets.py:443(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:452(DateInput)
        1    0.000    0.000    0.000    0.000 widgets.py:456(DateTimeInput)
        1    0.000    0.000    0.000    0.000 widgets.py:460(TimeInput)
        1    0.000    0.000    0.000    0.000 widgets.py:469(CheckboxInput)
        4    0.000    0.000    0.000    0.000 widgets.py:470(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:498(Select)
        3    0.000    0.000    0.000    0.000 widgets.py:501(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:550(NullBooleanSelect)
        1    0.000    0.000    0.000    0.000 widgets.py:57(AdminDateWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:577(SelectMultiple)
        1    0.000    0.000    0.000    0.000 widgets.py:597(ChoiceInput)
        1    0.000    0.000    0.000    0.000 widgets.py:644(RadioChoiceInput)
